nama_fasilitas ,penanggung_jawab,bulan,jumlah
GR Kecamatan Makasar,Jakarta Timur,07,3022
GR Kecamatan Duren Sawit,Jakarta Timur,07,1294
GR Kecamatan Cakung,Jakarta Timur,07,2755
GR Kecamatan Matraman,Jakarta Timur,07,0
GR Kecamatan Ciracas,Jakarta Timur,07,4865
Sekretariat,Jakarta Timur,07,1289
GOR PKP,Jakarta Timur,07,2160
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,07,1876
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,07,1145
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,07,362
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,07,4979
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,07,1181
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,07,748
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,07,654
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,07,1338
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,07,2903
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,07,950
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,07,1500
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,07,954
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,07,1318
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,07,5486
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,07,4273
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,07,3441
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,07,2233
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,07,350
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,07,2316
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,07,120
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,07,747
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,07,3552
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,07,7496
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,1600
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,3218
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,3279
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,2670
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,16519
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,13098
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,2985
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,24200
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,07,2433
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,07,10050
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,07,15213
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,07,4835
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,07,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,07,2235
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,07,3525
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,07,2325
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,07,1077
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,07,3069
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,07,778
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,07,4175
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,07,1780
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,07,1142
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,07,8770
Kolam Renang Sunter,Suku Dinas Jakarta Utara,07,2402
GOR Bulutangkis,Suku Dinas Jakarta Utara,07,6150
Gedung Serbaguna,Suku Dinas Jakarta Utara,07,386
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,07,1473
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,07,7355
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,07,12432
Stadion Rawa Badak,Suku Dinas Jakarta Utara,07,897
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,07,688
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,07,1183
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,07,1302
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,07,240
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,07,96
Stadion Kamal Muara,Suku Dinas Jakarta Utara,07,1220
GOR Kamal Muara,Suku Dinas Jakarta Utara,07,1070
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,07,900
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,07,61552
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,07,1785
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,07,4845
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,07,2231
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,07,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,07,1342
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,07,1443
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,07,2741
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,07,3008
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,07,3303
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,07,2543
GOR Perumnas Klender,Suku Dinas Jakarta Timur,07,3218
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,07,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,07,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,07,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,07,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,07,12440
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,07,431
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,07,185
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,07,0
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,07,0
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,07,480
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,07,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,07,134
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,07,3431
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,07,2370
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,07,80
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,07,450
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,07,100
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,07,100
Stadion BMX,Suku Dinas Jakarta Timur,07,0
GOR Ciracas,Suku Dinas Jakarta Timur,07,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,07,5270
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,07,1963
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,07,925
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,07,215
 PPOP ,Pusat Pelatihan Olahraga Pelajar,07,0
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,07,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,07,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,07,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,07,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,07,0
Sudin Jakarta Pusat,RPTRA ,07,0
Sudin Jakarta Utara,RPTRA ,07,0
Sudin Jakarta Barat,RPTRA ,07,0
Sudin Jakarta Selatan,RPTRA ,07,0
Sudin Jakarta Timur,RPTRA ,07,0
Sudin Jakarta Pusat,RUSUN ,07,0
Sudin Jakarta Utara,RUSUN ,07,0
Sudin Jakarta Barat,RUSUN ,07,0
Sudin Jakarta Selatan,RUSUN ,07,0
Sudin Jakarta Timur,RUSUN ,07,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,07,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,07,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,07,0
Formi Jakarta Timur,DISPORA PROVINSI ,07,0
Formi Jakarta Selatan,DISPORA PROVINSI ,07,0
Formi Jakarta Utara,DISPORA PROVINSI ,07,0
Formi Jakarta Barat,DISPORA PROVINSI ,07,0
Formi Jakarta Pusat,DISPORA PROVINSI ,07,0
NPC - Rawamangun,DISPORA PROVINSI ,07,0
NPC - Ragunan,DISPORA PROVINSI ,07,0
NPC - Paraswim,DISPORA PROVINSI ,07,0
HBKB Jln Sudirman,DISPORA PROVINSI ,07,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,07,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,07,0
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,07,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,07,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,07,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,07,0
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,08,6750
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,08,60
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,08,1885
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,08,3375
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,08,5669
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,08,2301
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,08,1130
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,08,3653
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,08,4723
Stadion Sepak Bola Banteng,Jakarta Pusat,08,431
Gedung Olahraga Tenis Meja,Jakarta Pusat,08,1392
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,08,2941
Gedung Olahraga Kemakmuran,Jakarta Pusat,08,2101
Stadion Sepak Bola V I J,Jakarta Pusat,08,1735
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,08,4465
Gedung Auditorium Jakarta Barat,Jakarta Barat,08,5010
Gedung Olahraga Jakarta Barat,Jakarta Barat,08,9455
GR Kecamatan Kalideres,Jakarta Barat,08,2014
GR Kecamatan Kembangan,Jakarta Barat,08,135
GR Kecamatan Kebon Jeruk,Jakarta Barat,08,4325
GR Kecamatan Tambora,Jakarta Barat,08,2415
GR Kecamatan Grogol Petamburan,Jakarta Barat,08,12590
GR Kecamatan Palmerah,Jakarta Barat,08,2123
Gedung Olahraga,Jakarta Selatan,08,1295
Gedung Pertunjukan,Jakarta Selatan,08,2500
Kolam Renang,Jakarta Selatan,08,1994
Gedung Bridge,Jakarta Selatan,08,805
Stadion Bola PSPI Tebet,Jakarta Selatan,08,2854
Lapangan Tenis,Jakarta Selatan,08,770
GR Kecamatan Tebet,Jakarta Selatan,08,899
GR Kecamatan Kebayoran Lama,Jakarta Selatan,08,438
GR Kecamatan Kebayoran Baru,Jakarta Selatan,08,871
GR Kecamatan Pesanggrahan,Jakarta Selatan,08,1002
GR Kecamatan Mampang Prapatan,Jakarta Selatan,08,546
GR Kecamatan Jagakarsa,Jakarta Selatan,08,162
GR Kecamatan Pasar Minggu,Jakarta Selatan,08,1214
Wisma Atlet,Jakarta Selatan,08,30
Gedung Olahraga,Jakarta Utara,08,288686
GR Kecamatan Tanjung Priok,Jakarta Utara,08,3975
GR Kecamatan Cilincing,Jakarta Utara,08,306614
GR Kecamatan Kelapa Gading,Jakarta Utara,08,2380
Kolam Renang,Jakarta Utara,08,16325
Gedung Auditorium,Jakarta Utara,08,7994
GR Kecamatan Koja,Jakarta Utara,08,7435
Area Halaman GRJU,Jakarta Utara,08,22529
Gedung Auditorium,Jakarta Timur,08,3250
Gedung Olahraga,Jakarta Timur,08,1365
Kolam Renang,Jakarta Timur,08,1161
GR Kecamatan Jatinegara,Jakarta Timur,08,7721
GR Kecamatan Pulogadung,Jakarta Timur,08,11100
GR Kecamatan Pasar Rebo,Jakarta Timur,08,1651
GR Kecamatan Cipayung,Jakarta Timur,08,1272
GR Kecamatan Kramat Jati,Jakarta Timur,08,4885
GR Kecamatan Makasar,Jakarta Timur,08,2838
GR Kecamatan Duren Sawit,Jakarta Timur,08,1578
GR Kecamatan Cakung,Jakarta Timur,08,1474
GR Kecamatan Matraman,Jakarta Timur,08,0
GR Kecamatan Ciracas,Jakarta Timur,08,5550
Sekretariat,Jakarta Timur,08,2154
GOR PKP,Jakarta Timur,08,400
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,08,1874
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,08,3865
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,08,2622
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,08,7343
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,08,1207
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,08,845
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,08,785
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,08,1779
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,08,2304
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,08,1457
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,08,579
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,08,403
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,08,1924
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,08,5236
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,08,4371
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,08,3552
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,08,2242
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,08,500
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,08,2360
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,08,225
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,08,814
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,08,1572
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,08,7500
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,1800
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,3774
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,3002
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,2367
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,11136
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,16377
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,2160
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,26083
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,08,3450
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,08,4550
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,08,7231
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,08,4750
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,08,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,08,2480
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,08,3590
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,08,2580
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,08,3325
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,08,2730
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,08,1956
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,08,4156
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,08,1773
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,08,1050
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,08,4749
Kolam Renang Sunter,Suku Dinas Jakarta Utara,08,453
GOR Bulutangkis,Suku Dinas Jakarta Utara,08,7720
Gedung Serbaguna,Suku Dinas Jakarta Utara,08,86
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,08,1991
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,08,5678
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,08,5919
Stadion Rawa Badak,Suku Dinas Jakarta Utara,08,785
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,08,847
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,08,1579
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,08,1302
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,08,240
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,08,96
Stadion Kamal Muara,Suku Dinas Jakarta Utara,08,1950
GOR Kamal Muara,Suku Dinas Jakarta Utara,08,1120
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,08,700
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,08,62146
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,08,2725
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,08,3345
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,08,1245
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,08,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,08,1233
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,08,1323
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,08,5118
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,08,5068
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,08,3556
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,08,2234
GOR Perumnas Klender,Suku Dinas Jakarta Timur,08,3273
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,08,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,08,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,08,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,08,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,08,4556
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,08,310
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,08,75
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,08,0
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,08,0
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,08,730
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,08,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,08,134
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,08,0
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,08,0
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,08,0
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,08,450
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,08,50
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,08,0
Stadion BMX,Suku Dinas Jakarta Timur,08,0
GOR Ciracas,Suku Dinas Jakarta Timur,08,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,08,100700
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,08,300
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,08,125
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,08,260
 PPOP ,Pusat Pelatihan Olahraga Pelajar,08,97644
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,08,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,08,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,08,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,08,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,08,0
Sudin Jakarta Pusat,RPTRA ,08,0
Sudin Jakarta Utara,RPTRA ,08,0
Sudin Jakarta Barat,RPTRA ,08,0
Sudin Jakarta Selatan,RPTRA ,08,0
Sudin Jakarta Timur,RPTRA ,08,0
Sudin Jakarta Pusat,RUSUN ,08,0
Sudin Jakarta Utara,RUSUN ,08,0
Sudin Jakarta Barat,RUSUN ,08,0
Sudin Jakarta Selatan,RUSUN ,08,0
Sudin Jakarta Timur,RUSUN ,08,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,08,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,08,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,08,0
Formi Jakarta Timur,DISPORA PROVINSI ,08,0
Formi Jakarta Selatan,DISPORA PROVINSI ,08,0
Formi Jakarta Utara,DISPORA PROVINSI ,08,0
Formi Jakarta Barat,DISPORA PROVINSI ,08,0
Formi Jakarta Pusat,DISPORA PROVINSI ,08,0
NPC - Rawamangun,DISPORA PROVINSI ,08,0
NPC - Ragunan,DISPORA PROVINSI ,08,0
NPC - Paraswim,DISPORA PROVINSI ,08,0
HBKB Jln Sudirman,DISPORA PROVINSI ,08,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,08,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,08,0
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,08,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,08,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,08,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,08,0
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,09,2200
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,09,1545
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,09,875
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,09,1415
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,09,3979
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,09,1805
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,09,775
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,09,4008
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,09,10620
Stadion Sepak Bola Banteng,Jakarta Pusat,09,6500
Gedung Olahraga Tenis Meja,Jakarta Pusat,09,1700
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,09,1640
Gedung Olahraga Kemakmuran,Jakarta Pusat,09,1567
Stadion Sepak Bola V I J,Jakarta Pusat,09,1285
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,09,3877
Gedung Auditorium Jakarta Barat,Jakarta Barat,09,5091
Gedung Olahraga Jakarta Barat,Jakarta Barat,09,5529
GR Kecamatan Kalideres,Jakarta Barat,09,2266
GR Kecamatan Kembangan,Jakarta Barat,09,115
GR Kecamatan Kebon Jeruk,Jakarta Barat,09,1782
GR Kecamatan Tambora,Jakarta Barat,09,2396
GR Kecamatan Grogol Petamburan,Jakarta Barat,09,11030
GR Kecamatan Palmerah,Jakarta Barat,09,1513
Gedung Olahraga,Jakarta Selatan,09,2043
Gedung Pertunjukan,Jakarta Selatan,09,150
Kolam Renang,Jakarta Selatan,09,3933
Gedung Bridge,Jakarta Selatan,09,1263
Stadion Bola PSPI Tebet,Jakarta Selatan,09,4201
Lapangan Tenis,Jakarta Selatan,09,1030
GR Kecamatan Tebet,Jakarta Selatan,09,1308
GR Kecamatan Kebayoran Lama,Jakarta Selatan,09,604
GR Kecamatan Kebayoran Baru,Jakarta Selatan,09,1126
GR Kecamatan Pesanggrahan,Jakarta Selatan,09,1392
GR Kecamatan Mampang Prapatan,Jakarta Selatan,09,729
GR Kecamatan Jagakarsa,Jakarta Selatan,09,170
GR Kecamatan Pasar Minggu,Jakarta Selatan,09,2124
Wisma Atlet,Jakarta Selatan,09,43
Gedung Olahraga,Jakarta Utara,09,291213
GR Kecamatan Tanjung Priok,Jakarta Utara,09,2412
GR Kecamatan Cilincing,Jakarta Utara,09,180731
GR Kecamatan Kelapa Gading,Jakarta Utara,09,3212
Kolam Renang,Jakarta Utara,09,21179
Gedung Auditorium,Jakarta Utara,09,7850
GR Kecamatan Koja,Jakarta Utara,09,7197
Area Halaman GRJU,Jakarta Utara,09,25335
Gedung Auditorium,Jakarta Timur,09,10680
Gedung Olahraga,Jakarta Timur,09,345
Kolam Renang,Jakarta Timur,09,2430
GR Kecamatan Jatinegara,Jakarta Timur,09,7502
GR Kecamatan Pulogadung,Jakarta Timur,09,3384
GR Kecamatan Pasar Rebo,Jakarta Timur,09,2272
GR Kecamatan Cipayung,Jakarta Timur,09,1883
GR Kecamatan Kramat Jati,Jakarta Timur,09,4624
GR Kecamatan Makasar,Jakarta Timur,09,2740
GR Kecamatan Duren Sawit,Jakarta Timur,09,1427
GR Kecamatan Cakung,Jakarta Timur,09,1963
GR Kecamatan Matraman,Jakarta Timur,09,0
GR Kecamatan Ciracas,Jakarta Timur,09,5160
Sekretariat,Jakarta Timur,09,1254
GOR PKP,Jakarta Timur,09,2920
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,09,1335
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,09,4298
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,09,1520
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,09,5716
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,09,840
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,09,855
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,09,620
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,09,1414
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,09,2419
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,09,1503
